Sample_number	ID_indiv	Year_collect	Length	Weight
1378	PM_BRL_009	2019	44	0.123
1379	PM_BRL_010	2019	44	0.115
1380	PM_BRL_011	2019	43	0.104
1381	PM_BRL_012	2019	43	0.095
1382	PM_BRL_013	2019	50	0.156
1383	PM_BRL_014	2019	47	0.118
1384	PM_BRL_015	2019	52	0.205
1385	PM_BRL_016	2019	54	0.205
1386	PM_BRL_017	2019	46	0.137
1387	PM_BRL_018	2019	47	0.11
1388	PM_BRL_019	2019	44	0.107
1389	PM_BRL_020	2019	54	0.217
1390	PM_BRL_021	2019	52	0.224
1391	PM_BRL_022	2019	49	0.174
1392	PM_BRL_023	2019	57	0.249
1393	PM_BRL_024	2019	49	0.186
1394	PM_BRL_025	2019	48	0.172
1395	PM_BRL_026	2019	56	0.239
1396	PM_BRL_027	2019	54	0.238
1397	PM_BRL_028	2019	47	0.142
1398	PM_BRL_029	2019	42	0.95
1399	PM_BRL_030	2019	43	0.95
1400	PM_BRL_031	2019	55	0.229
1401	PM_BRL_032	2019	48	0.139
1402	PM_BRL_033	2019	55	0.236
1403	PM_MIS_001	2019	39	0.027
1404	PM_MIS_002	2019	36	0.03
1405	PM_MIS_003	2019	37	0.027
1406	PM_MIS_004	2019	36	0.028
1407	PM_MIS_005	2019	39	0.043
1408	PM_MIS_006	2019	40	0.041
1409	PM_MIS_007	2019	31	0.027
1410	PM_MIS_008	2019	37	0.036
1411	PM_MIS_009	2019	32	0.033
1412	PM_MIS_010	2019	37	0.045
1413	PM_MIS_011	2019	35	0.027
1414	PM_MIS_012	2019	40	0.054
1415	PM_MIS_013	2019	38	0.031
1416	PM_MIS_014	2019	35	0.032
1417	PM_MIS_015	2019	39	0.047
1418	PM_MIS_016	2019	40	0.061
1419	PM_MIS_017	2019	31	0.028
1420	PM_MIS_018	2019	38	0.051
1421	PM_MIS_019	2019	40	0.052
1422	PM_MIS_020	2019	36	0.029
1423	PM_MIS_021	2019	36	0.031
1424	PM_MIS_022	2019	37	0.039
1425	PM_MIS_023	2019	38	0.034
1426	PM_MIS_024	2019	37	0.027
1427	PM_MIS_025	2019	34	0.027
1428	PM_MIS_026	2019	36	0.027
1429	PM_MIS_027	2019	37	0.035
1430	PM_MIS_028	2019	33	0.027
1431	PM_MIS_029	2019	33	0.034
1432	PM_MIS_030	2019	36	0.032
1433	PM_MIS_031	2019	35	0.028
1434	PM_MIS_032	2019	33	0.026
1435	PM_MIS_033	2019	35	0.032
1436	PM_MIS_034	2019	31	0.027
1437	PM_MIS_035	2019	37	0.031
1438	PM_MIS_036	2019	40	0.046
1439	PM_MIS_037	2019	37	0.035
1440	PM_TWO_001	2019	40	0.071
1441	PM_TWO_002	2019	55	0.224
1442	PM_TWO_003	2019	43	0.067
1443	PM_TWO_004	2019	55	0.183
1444	PM_TWO_005	2019	54	0.194
1445	PM_TWO_006	2019	36	0.049
1446	PM_TWO_007	2019	39	0.051
1447	PM_TWO_008	2019	33	0.033
1448	PM_TWO_009	2019	30	0.026
1449	PM_TWO_010	2019	35	0.038
1450	PM_TWO_011	2019	36	0.052
1451	PM_TWO_012	2019	36	0.042
1452	PM_TWO_013	2019	39	0.052
1453	PM_TWO_014	2019	37	0.052
1454	PM_TWO_015	2019	54	0.142
1455	PM_TWO_016	2019	38	0.042
1456	PM_TWO_017	2019	42	0.082
1457	PM_TWO_018	2019	35	0.037
1458	PM_TWO_019	2019	34	0.038
1459	PM_TWO_020	2019	41	0.06
1460	PM_TWO_021	2019	50	0.108
1461	PM_TWO_022	2019	35	0.041
1462	PM_TWO_023	2019	56	0.19
1463	PM_TWO_024	2019	57	0.2
1464	PM_TWO_025	2019	40	0.042
1465	PM_TWO_026	2019	42	0.067
1466	PM_TWO_027	2019	57	0.165
1467	PM_TWO_028	2019	43	0.084
1468	PM_TWO_029	2019	44	0.084
1469	PM_TWO_030	2019	35	0.046
1470	PM_TWO_031	2019	49	0.111
1471	PM_TWO_032	2019	36	0.043
1472	PM_TWO_033	2019	38	0.045
1473	PM_TWO_034	2019	43	0.08
1474	PM_TWO_035	2019	54	0.115
1475	PM_TWO_036	2019	31	0.036
1476	PM_TWO_037	2019	39	0.066
1477	PM_TWO_038	2019	29	0.03
1478	PM_TWO_039	2019	37	0.04
1479	PM_TWO_040	2019	38	0.061
1480	PM_TWO_041	2019	35	0.059
1481	PM_TWO_042	2019	30	0.031
1482	PM_TWO_043	2019	39	0.066
1483	PM_BAD_001	2019	22	0.011
1484	PM_BAD_002	2019	23	0.009
1485	PM_BAD_003	2019	20	0.007
1486	PM_BAD_004	2019	25	0.012
1487	PM_BAD_005	2019	25	0.014
1488	PM_BAD_006	2019	27	0.018
1489	PM_BAD_007	2019	23	0.008
1490	PM_BAD_008	2019	20	0.006
1491	PM_BAD_009	2019	26	0.011
1492	PM_BAD_010	2019	24	0.011
1493	PM_BAD_011	2019	25	0.008
1494	PM_BAD_012	2019	23	0.01
1495	PM_BAD_013	2019	20	0.003
1496	PM_BAD_014	2019	29	0.017
1497	PM_BAD_015	2019	26	0.015
1498	PM_BAD_016	2019	19	0.003
1499	PM_BAD_017	2019	24	0.011
1500	PM_BAD_018	2019	27	0.018
1501	PM_BAD_019	2019	22	0.011
1502	PM_BAD_020	2019	20	0.006
1503	PM_BAD_021	2019	22	0.013
1504	PM_BAD_022	2019	25	0.017
1505	PM_BAD_023	2019	21	0.008
1506	PM_BAD_024	2019	26	0.018
1507	PM_BAD_025	2019	23	0.011
1508	PM_BAD_026	2019	28	0.018
1509	PM_BAD_027	2019	23	0.011
1510	PM_BAD_028	2019	21	0.008
1511	PM_BAD_029	2019	27	0.018
1512	PM_BAD_030	2019	26	0.014
1513	PM_BAD_031	2019	25	0.013
1514	PM_BAD_032	2019	25	0.014
1515	PM_BAD_033	2019	23	0.014
1516	PM_BAD_034	2019	21	0.008
1517	PM_BAD_035	2019	25	0.012
1518	PM_BAD_036	2019	26	0.014
1519	PM_BAD_037	2019	26	0.015
1520	PM_MIR_001	2017	112	1.584
1521	PM_MIR_002	2017	102	1.103
1522	PM_MIR_003	2017	111	1.757
1523	PM_MIR_004	2017	85	0.554
1524	PM_MIR_005	2017	76	0.592
1525	PM_MIR_006	2017	98	1.261
1526	PM_MIR_007	2017	109	1.647
1527	PM_MIR_008	2017	81	0.606
1528	PM_MIR_009	2017	41	0.047
1529	PM_MIR_010	2017	51	0.117
1530	PM_MIR_011	2017	30	0.033
1531	PM_MIR_012	2017	35	0.044
1532	PM_MIR_013	2017	65	0.358
1533	PM_MIR_014	2017	93	1.088
1534	PM_MIR_015	2017	89	0.811
1535	PM_MIR_016	2017	99	0.989
1536	PM_MIR_017	2017	113	2.367
1537	PM_MIR_018	2017	91	1.073
1538	PM_MIR_019	2017	116	2.148
1539	PM_MIR_020	2017	96	1.106
1540	PM_MIR_021	2017	88	0.863
1541	PM_MIR_022	2017	82	0.833
1542	PM_MIR_023	2017	119	2.211
1543	PM_MIR_024	2017	96	1.084
1544	PM_MIR_025	2017	65	0.266
1545	PM_MIR_026	2017	95	1.201
1546	PM_MIR_027	2017	93	1.145
1547	PM_MIR_028	2017	100	1.868
1548	PM_MIR_029	2017	89	1.007
1549	PM_MIR_030	2017	93	0.935
1550	PM_MIR_031	2017	121	2.284
1551	PM_MIR_032	2017	99	1.539
1552	PM_MIR_033	2017	104	1.848
1553	PM_MIR_034	2017	85	0.718
1554	PM_MIR_035	2017	100	1.115
1555	PM_MIR_036	2017	73	0.428
1556	PM_MIR_037	2017	88	1.131
1557	PM_MIR_038	2017	84	0.635
1558	PM_MIR_039	2017	92	0.797
1559	PM_MIR_040	2017	99	1.506
1560	PM_MIR_041	2017	30	0.024
1561	PM_MIR_042	2017	30	0.035
1562	PM_MIR_043	2017	27	0.019
1563	PM_MIR_044	2017	91	1.006
1564	PM_MIR_045	2017	28	0.019
1565	PM_MIR_046	2017	32	0.027
1566	PM_MIR_047	2017	28	0.023
1567	PM_MIR_048	2017	30	0.028
1568	PM_MIR_049	2017	95	1.04
1569	PM_MIR_050	2017	74	0.383
1570	PM_MIR_051	2017	108	1.64
1571	PM_MIR_052	2017	61	0.27
1572	PM_MIR_053	2017	26	0.016
1573	PM_MIR_054	2017	31	0.032
1574	PM_MIR_055	2017	26	0.019
1575	PM_MIR_056	2017	30	0.023
1576	PM_MIR_057	2017	27	0.023
1577	PM_MIR_058	2017	35	0.035
1578	PM_MIR_059	2017	37	0.053
1579	PM_MIR_060	2017	31	0.022
1580	PM_MIR_061	2017	29	0.016
1581	PM_MIR_062	2017	28	0.013
1582	PM_MIR_063	2017	59	0.215
1583	PM_MIR_064	2017	28	0.018
1584	PM_MIR_065	2017	34	0.04
1585	PM_MIR_066	2017	33	0.028
1586	PM_MIR_067	2017	33	0.024
1587	PM_MIR_068	2017	27	0.015
1588	PM_MIR_069	2017	25	0.015
1589	PM_MIR_070	2017	26	0.011
1590	PM_MIR_071	2017	26	0.013
1591	PM_MIR_072	2017	30	0.013
1592	PM_MIR_073	2017	37	0.048
1593	PM_MIR_074	2017	45	0.107
1594	PM_MIR_075	2017	33	0.02
1595	PM_MIR_076	2017	34	0.034
1596	PM_MIR_077	2017	40	0.071
1597	PM_MIR_078	2017	38	0.043
1598	PM_MIR_079	2017	33	0.038
1599	PM_MIR_080	2017	36	0.05
1600	PM_MIR_081	2017	30	0.025
1601	PM_MIR_082	2017	37	0.057
1602	PM_MIR_083	2017	35	0.047
1603	PM_MIR_084	2017	41	0.06
1604	PM_MIR_085	2017	35	0.049
1605	PM_MIR_086	2017	32	0.025
1606	PM_MIR_087	2017	29	0.028
1607	PM_MIR_088	2017	37	0.053
1608	PM_MIR_089	2017	33	0.039
1609	PM_MIR_090	2017	33	0.045
1610	PM_MIR_091	2017	30	0.025
1611	PM_MIR_092	2017	41	0.101
1612	PM_MIR_093	2017	35	0.069
1613	PM_MIR_094	2017	24	0.016
1614	PM_MIR_095	2017	35	0.038
1615	PM_MIR_096	2017	42	0.086
1616	PM_MIR_097	2017	61	0.391
1617	PM_MIR_098	2017	31	0.042
1618	PM_MIR_099	2017	36	0.051
1619	PM_MIR_100	2017	37	0.066
1620	PM_MIR_101	2017	37	0.073
1621	PM_MIR_102	2017	67	0.264
1622	PM_MIR_103	2017	64	0.286
1623	PM_MIR_104	2017	29	0.017
1624	PM_MIR_105	2017	38	0.068
1625	PM_MIR_106	2017	30	0.02
1626	PM_MIR_107	2017	44	0.093
1627	PM_MIR_108	2017	38	0.044
1628	PM_MIR_109	2017	26	0.01
1629	PM_MIR_110	2017	36	0.034
1630	PM_MIR_111	2017	35	0.04
1631	PM_MIR_112	2017	42	0.073
1632	PM_MIR_113	2017	34	0.029
1633	PM_MIR_114	2017	34	0.031
1634	PM_MIR_115	2017	37	0.048
1635	PM_MIR_116	2017	43	0.09
1636	PM_MIR_117	2017	31	0.015
1637	PM_MIR_118	2017	37	0.057
1638	PM_MIR_119	2017	39	0.044
1639	PM_MIR_120	2017	28	0.01
1640	PM_MIR_121	2017	34	0.02
1641	PM_MIR_122	2017	31	0.021
1642	PM_MIR_123	2017	36	0.032
1643	PM_MIR_124	2017	33	0.022
1644	PM_MIR_125	2017	42	0.059
1645	PM_MIR_126	2017	30	0.022
1646	PM_MIR_127	2017	37	0.036
1647	PM_MIR_128	2017	29	0.017
1648	PM_MIR_129	2017	31	0.026
1649	PM_MIR_130	2017	30	0.029
1650	PM_MIR_131	2017	39	0.058
1651	PM_MIR_132	2017	29	0.025
1652	PM_MIR_133	2017	38	0.06
1653	PM_MIR_134	2017	28	0.017
1654	PM_MIR_135	2017	33	0.028
1655	PM_MIR_136	2017	29	0.024
1656	PM_MIR_137	2017	32	0.03
1657	PM_MIR_138	2017	26	0.012
1658	PM_MIR_139	2017	40	0.069
1659	PM_MIR_140	2017	27	0.031
1660	PM_MIR_141	2017	25	0.016
1661	PM_MIR_142	2017	30	0.018
1662	PM_MIR_143	2017	29	0.014
1663	PM_MIR_144	2017	30	0.021
1664	PM_MIR_145	2017	28	0.018
1665	PM_MIR_146	2017	37	0.042
1666	PM_MIR_147	2017	32	0.033
1667	PM_MIR_148	2017	34	0.026
1668	PM_MIR_149	2017	31	0.028
1669	PM_MIR_150	2017	33	0.03
1670	PM_MIR_151	2017	32	0.021
1671	PM_MIR_152	2017	32	0.026
1672	PM_MIR_153	2017	25	0.011
1673	PM_MIR_154	2017	29	0.008
1674	PM_MIR_155	2017	29	0.017
1675	PM_MIR_156	2017	28	0.016
1676	PM_MIR_157	2017	31	0.024
1677	PM_MIR_158	2017	32	0.025
1678	PM_MIR_159	2017	31	0.012
1679	PM_MIR_160	2017	38	0.042
1680	PM_MIR_161	2017	30	0.022
1681	PM_MIR_162	2017	27	0.01
1682	PM_MIR_163	2017	43	0.101
1683	PM_MIR_164	2017	32	0.034
1684	PM_MIR_165	2017	31	0.017
1685	PM_MIR_166	2017	28	0.014
1686	PM_MIR_167	2017	33	0.035
1687	PM_MIR_168	2017	31	0.034
1688	PM_MIR_169	2017	27	0.017
1689	PM_MIR_170	2017	30	0.02
1690	PM_MIR_171	2017	30	0.017
1691	PM_MIR_172	2017	27	0.015
1692	PM_MIR_173	2017	29	0.021
1693	PM_MIR_174	2017	31	0.024
1694	PM_MIR_175	2017	102	1.755
1695	PM_MIR_176	2017	94	1.11
1696	PM_MIR_177	2017	102	1.342
1697	PM_MIR_178	2017	85	0.68
1698	PM_MIR_179	2017	90	0.924
1699	PM_MIR_180	2017	100	1.459
1700	PM_MIR_181	2017	91	1.135
1701	PM_MIR_182	2017	87	0.885
1702	PM_MIR_183	2017	93	0.99
1703	PM_MIR_184	2017	41	0.111
1704	PM_MIR_185	2017	32	0.025
1705	PM_MIR_186	2017	36	0.05
1706	PM_MIR_187	2017	30	0.024
1707	PM_MIR_188	2017	40	0.065
1708	PM_MIR_189	2017	32	0.026
1709	PM_MIR_190	2017	35	0.032
1710	PM_MIR_191	2017	37	0.05
1711	PM_MIR_192	2017	30	0.012
1712	PM_MIR_193	2017	41	0.049
1713	PM_MIR_194	2017	30	0.019
1714	PM_MIR_195	2017	26	0.01
1715	PM_MIR_196	2017	34	0.023
1716	PM_MIR_197	2017	33	0.024
1717	PM_MIR_198	2017	34	0.043
1718	PM_MIR_199	2017	27	0.018
1719	PM_MIR_200	2017	24	0.011
1720	PM_MIR_201	2017	34	0.027
1721	PM_MIR_202	2017	29	0.012
1722	PM_MIR_203	2017	42	0.074
1723	PM_MIR_204	2017	31	0.024
1724	PM_MIR_205	2017	27	0.008
1725	PM_MIR_206	2017	22	0.007
1726	PM_MIR_207	2017	32	0.024
1727	PM_MIR_208	2017	33	0.026
1728	PM_MIR_209	2017	27	0.015
1729	PM_MIR_210	2017	30	0.013
1730	PM_MIR_211	2017	32	0.02
1731	PM_MIR_212	2017	29	0.014
1732	PM_MIR_213	2017	26	0.009
1733	PM_MIR_214	2017	30	0.019
1734	PM_MIR_215	2017	31	0.024
1735	PM_MIR_216	2017	35	0.049
1736	PM_MIR_217	2017	38	0.048
1737	PM_MIR_218	2017	38	0.055
1738	PM_MIR_219	2017	35	0.03
1739	PM_MIR_220	2017	26	0.01
1740	PM_MIR_221	2017	34	0.033
1741	PM_MIR_222	2017	31	0.018
1742	PM_MIR_223	2017	27	0.014
1743	PM_MIR_224	2017	42	0.064
1744	PM_MIR_225	2017	30	0.014
1745	PM_MIR_226	2017	35	0.043
1746	PM_MIR_227	2017	32	0.019
1747	PM_MIR_228	2017	28	0.012
1748	PM_MIR_229	2017	33	0.021
1749	PM_MIR_230	2017	30	0.012
1750	PM_MIR_231	2017	32	0.033
1751	PM_MIR_232	2017	33	0.029
1752	PM_MIR_233	2017	30	0.023
1753	PM_MIR_234	2017	33	0.029
1754	PM_MIR_235	2017	28	0.005
1755	PM_MIR_236	2017	31	0.013
1756	PM_MIR_237	2017	34	0.044
1757	PM_MIR_238	2017	28	0.012
1758	PM_MIR_239	2017	32	0.028
1759	PM_MIR_240	2017	31	0.016
1760	PM_MIR_241	2017	30	0.015
1761	PM_MIR_242	2017	29	0.011
1762	PM_MIR_243	2017	28	0.011
1763	PM_MIR_244	2017	28	0.011
1764	PM_MIR_245	2017	36	0.046
1765	PM_MIR_246	2017	27	0.014
1766	PM_MIR_247	2017	32	0.021
1767	PM_MIR_248	2017	26	0.013
1768	PM_MIR_249	2017	35	0.034
1769	PM_MIR_250	2017	36	0.033
1770	PM_MIR_251	2017	36	0.046
1771	PM_MIR_252	2017	34	0.03
1772	PM_MIR_253	2017	31	0.017
1773	PM_MIR_254	2017	32	0.02
1774	PM_MIR_255	2017	30	0.013
1775	PM_MIR_256	2017	25	0.005
1776	PM_MIR_257	2017	29	0.014
1777	PM_MIR_258	2017	26	0.006
1778	PM_MIR_259	2017	33	0.021
1779	PM_MIR_260	2017	30	0.014
1780	PM_MIR_261	2017	30	0.018
1781	PM_MIR_262	2017	31	0.016
1782	PM_MIR_263	2017	28	0.015
1783	PM_MIR_264	2017	28	0.014
1784	PM_MIR_265	2017	27	0.014
1785	PM_MIR_266	2017	27	0.017
1786	PM_MIR_267	2017	29	0.016
1787	PM_MIR_268	2017	28	0.009
1788	PM_MIR_269	2017	31	0.02
1789	PM_MIR_270	2017	30	0.02
1790	PM_MIR_271	2017	31	0.021
1791	PM_MIR_272	2017	33	0.021
1792	PM_MIR_273	2017	27	0.018
1793	PM_MIR_274	2017	33	0.023
1794	PM_MIR_275	2017	38	0.048
1795	PM_MIR_276	2017	30	0.015
1796	PM_MIR_277	2017	33	0.034
1797	PM_MIR_278	2017	30	0.018
1798	PM_MIR_279	2017	35	0.044
1799	PM_MIR_280	2017	33	0.02
1800	PM_MIR_281	2017	32	0.023
1801	PM_MIR_282	2017	39	0.05
1802	PM_MIR_283	2017	28	0.011
1803	PM_MIR_284	2017	29	0.012
1804	PM_MIR_285	2017	24	0.006
1805	PM_MIR_286	2017	28	0.017
1806	PM_MIR_287	2017	31	0.019
1807	PM_MIR_288	2017	27	0.017
1808	PM_MIR_289	2017	32	0.021
1809	PM_MIR_290	2017	25	0.008
1810	PM_MIR_291	2017	34	0.019
1811	PM_MIR_292	2017	28	0.012
1812	PM_MIR_293	2017	35	0.036
1813	PM_MIR_294	2017	32	0.012
1814	PM_MIR_295	2017	26	0.006
1815	PM_MIR_296	2017	28	0.017
1816	PM_MIR_297	2017	24	0.009
1817	PM_MIR_298	2017	37	0.051
1818	PM_MIR_299	2017	25	0.013
1819	PM_MIR_300	2017	33	0.018
1820	PM_MIR_301	2017	30	0.029
1821	PM_MIR_302	2017	30	0.02
1822	PM_MIR_303	2017	33	0.019
1823	PM_MIR_304	2017	24	0.006
1824	PM_MIR_305	2017	33	0.018
1825	PM_MIR_306	2017	32	0.025
1826	PM_MIR_307	2017	41	0.081
1827	PM_MIR_308	2017	31	0.023
1828	PM_MIR_309	2017	30	0.019
1829	PM_MIR_310	2017	33	0.02
1830	PM_MIR_311	2017	36	0.049
1831	PM_MIR_312	2017	27	0.011
1832	PM_MIR_313	2017	31	0.024
1833	PM_MIR_314	2017	28	0.013
1834	PM_MIR_315	2017	27	0.01
1835	PM_MIR_316	2017	31	0.028
1836	PM_MIR_317	2017	30	0.021
1837	PM_MIR_318	2017	28	0.014
1838	PM_MIR_319	2017	31	0.023
1839	PM_MIR_320	2017	22	0.006
1840	PM_MIR_321	2017	31	0.021
1841	PM_MIR_322	2017	34	0.023
1842	PM_MIR_323	2017	30	0.015
1843	PM_MIR_324	2017	36	0.047
1844	PM_MIR_325	2017	32	0.019
1845	PM_MIR_326	2017	32	0.021
1846	PM_MIR_327	2017	31	0.014
1847	PM_MIR_328	2017	32	0.029
1848	PM_MIR_329	2017	26	0.009
1849	PM_MIR_330	2017	28	0.015
1850	PM_MIR_331	2017	34	0.035
1851	PM_MIR_332	2017	29	0.016
1852	PM_MIR_333	2017	27	0.014
1853	PM_MIR_334	2017	32	0.023
1854	PM_MIR_335	2017	31	0.026
1855	PM_MIR_336	2017	33	0.024
1856	PM_MIR_337	2017	31	0.028
1857	PM_MIR_338	2017	31	0.027
1858	PM_MIR_339	2017	27	0.008
1859	PM_MIR_340	2017	36	0.028
1860	PM_MIR_341	2017	37	0.048
1861	PM_MIR_342	2017	28	0.009
1862	PM_MIR_343	2017	33	0.023
1863	PM_MIR_344	2017	29	0.02
1864	PM_MIR_345	2017	33	0.026
1865	PM_MIR_346	2017	31	0.016
1866	PM_MIR_347	2017	25	0.005
1867	PM_MIR_348	2017	38	0.054
1868	PM_MIR_349	2017	35	0.031
1869	PM_MIR_350	2017	31	0.018
1870	PM_MIR_351	2017	28	0.015
1871	PM_MIR_352	2017	32	0.021
1872	PM_MIR_353	2017	38	0.066
1873	PM_MIR_354	2017	35	0.037
1874	PM_MIR_355	2017	33	0.017
1875	PM_MIR_356	2017	37	0.052
1876	PM_MIR_357	2017	30	0.009
1877	PM_MIR_358	2017	30	0.013
1878	PM_MIR_359	2017	37	0.031
1879	PM_MIR_360	2017	30	0.018
1880	PM_MIR_361	2017	29	0.008
1881	PM_MIR_362	2017	40	0.047
1882	PM_MIR_363	2017	23	0.008
1883	PM_MIR_364	2017	29	0.013
1884	PM_MIR_365	2017	25	0.013
1885	PM_MIR_366	2017	27	0.012
1886	PM_MIR_367	2017	33	0.022
1887	PM_MIR_368	2017	35	0.036
1888	PM_MIR_369	2017	30	0.014
1889	PM_MIR_370	2017	30	0.019
1890	PM_MIR_371	2017	26	0.01
1891	PM_MIR_372	2017	33	0.024
1892	PM_MIR_373	2017	31	0.012
1893	PM_MIR_374	2017	31	0.018
1894	PM_MIR_375	2017	37	0.05
1895	PM_MIR_376	2017	30	0.015
1896	PM_MIR_377	2017	29	0.014
1897	PM_MIR_378	2017	27	0.016
1898	PM_MIR_379	2017	31	0.015
1899	PM_MIR_380	2017	40	0.087
1900	PM_MIR_381	2017	35	0.032
1901	PM_MIR_382	2017	30	0.012
1902	PM_MIR_383	2017	30	0.029
1903	PM_MIR_384	2017	28	0.02
1904	PM_MIR_385	2017	34	0.031
1905	PM_MIR_386	2017	28	0.023
1906	PM_MIR_387	2017	28	0.009
1907	PM_MIR_388	2017	31	0.027
1908	PM_MIR_389	2017	35	0.019
1909	PM_MIR_390	2017	31	0.018
1910	PM_MIR_391	2017	31	0.013
1911	PM_MIR_392	2017	28	0.012
1912	PM_MIR_393	2017	26	0.008
1913	PM_MIR_394	2017	30	0.013
1914	PM_MIR_395	2017	26	0.008
1915	PM_MIR_396	2017	33	0.032
1916	PM_MIR_397	2017	40	0.072
1917	PM_MIR_398	2017	28	0.018
1918	PM_MIR_399	2017	29	0.01
1919	PM_MIR_400	2017	32	0.023
1920	PM_MIR_401	2017	25	0.005
1921	PM_MIR_402	2017	33	0.025
1922	PM_MIR_403	2017	27	0.016
1923	PM_MIR_404	2017	27	0.015
1924	PM_MIR_405	2017	28	0.012
1925	PM_MIR_406	2017	28	0.021
1926	PM_MIR_407	2017	35	0.03
1927	PM_MIR_408	2017	31	0.021
1928	PM_MIR_409	2017	34	0.066
1929	PM_MIR_410	2017	36	0.04
1930	PM_MIR_411	2017	27	0.012
1931	PM_MIR_412	2017	38	0.043
1932	PM_MIR_413	2017	35	0.042
1933	PM_MIR_414	2017	25	0.008
1934	PM_MIR_415	2017	35	0.022
1935	PM_MIR_416	2017	22	0.007
1936	PM_MIR_417	2017	33	0.034
1937	PM_MIR_418	2017	36	0.04
1938	PM_MIR_419	2017	31	0.023
1939	PM_MIR_420	2017	25	0.011
1940	PM_MIR_421	2017	27	0.011
1941	PM_MIR_422	2017	37	0.026
1942	PM_MIR_423	2017	34	0.04
1943	PM_MIR_424	2017	28	0.014
1944	PM_MIR_425	2017	35	0.029
1945	PM_MIR_426	2017	32	0.023
1946	PM_MIR_427	2017	29	0.018
1947	PM_MIR_428	2017	28	0.013
1948	PM_MIR_429	2017	29	0.014
1949	PM_MIR_430	2017	35	0.027
1950	PM_MIR_431	2017	31	0.014
1951	PM_MIR_432	2017	31	0.022
1952	PM_MIR_433	2017	33	0.015
1953	PM_MIR_434	2017	27	0.008
1954	PM_MIR_435	2017	34	0.039
1955	PM_MIR_436	2017	28	0.014
1956	PM_MIR_437	2017	26	0.008
1957	PM_MIR_438	2017	31	0.02
1958	PM_MIR_439	2017	27	0.013
1959	PM_MIR_440	2017	27	0.009
1960	PM_MIR_441	2017	24	0.007
1961	PM_MIR_442	2017	28	0.013
1962	PM_MIR_443	2017	28	0.014
1963	PM_MIR_444	2017	33	0.017
1964	PM_MIR_445	2017	31	0.025
1965	PM_MIR_446	2017	30	0.018
1966	PM_MIR_447	2017	27	0.01
1967	PM_MIR_448	2017	35	0.031
1968	PM_MIR_449	2017	33	0.02
1969	PM_MIR_450	2017	28	0.008
1970	PM_MIR_451	2017	31	0.02
1971	PM_MIR_452	2017	30	0.02
1972	PM_MIR_453	2017	30	0.015
1973	PM_MIR_454	2017	36	0.038
1974	PM_MIR_455	2017	29	0.018
1975	PM_MIR_456	2017	27	0.007
1976	PM_MIR_457	2017	34	0.021
1977	PM_MIR_458	2017	36	0.024
1978	PM_MIR_459	2017	30	0.014
1979	PM_MIR_460	2017	32	0.018
1980	PM_MIR_461	2017	32	0.014
1981	PM_MIR_462	2017	30	0.014
1982	PM_MIR_463	2017	36	0.045
1983	PM_MIR_464	2017	29	0.015
1984	PM_MIR_465	2017	30	0.02
1985	PM_MIR_466	2017	26	0.005
1986	PM_MIR_467	2017	34	0.026
1987	PM_MIR_468	2017	30	0.017
1988	PM_MIR_469	2017	36	0.036
1989	PM_MIR_470	2017	27	0.016
1990	PM_MIR_471	2017	34	0.039
1991	PM_MIR_472	2017	31	0.028
1992	PM_MIR_473	2017	32	0.029
1993	PM_MIR_474	2017	29	0.016
1994	PM_MIR_475	2017	33	0.021
1995	PM_MIR_476	2017	28	0.032
1996	PM_MIR_477	2017	33	0.024
1997	PM_MIR_478	2017	23	0.01
1998	PM_MIR_479	2017	26	0.012
1999	PM_MIR_480	2017	29	0.013
2000	PM_MIR_481	2017	31	0.019
2001	PM_MIR_482	2017	30	0.023
2002	PM_MIR_483	2017	32	0.022
2003	PM_MIR_484	2017	35	0.031
2004	PM_MIR_485	2017	24	0.006
2005	PM_MIR_486	2017	30	0.011
2006	PM_MIR_487	2017	24	0.007
2007	PM_MIR_488	2017	32	0.023
2008	PM_MIR_489	2017	30	0.014
2009	PM_MIR_490	2017	25	0.006
2010	PM_MIR_491	2017	28	0.016
2011	PM_MIR_492	2017	25	0.01
2012	PM_MIR_493	2017	25	0.007
2013	PM_MIR_494	2017	34	0.039
2014	PM_MIR_495	2017	27	0.009
2015	PM_MIR_496	2017	32	0.029
2016	PM_MIR_497	2017	27	0.015
2017	PM_MIR_498	2017	32	0.027
2018	PM_MIR_499	2017	40	0.054
2019	PM_MIR_500	2017	27	0.013
2020	PM_MIR_501	2017	26	0.01
2021	PM_MIR_502	2017	30	0.016
2022	PM_MIR_503	2017	33	0.029
2023	PM_MIR_504	2017	29	0.017
2024	PM_MIR_505	2017	35	0.03
2025	PM_MIR_506	2017	35	0.038
2026	PM_MIR_507	2017	23	0.005
2027	PM_MIR_508	2017	25	0.009
2028	PM_MIR_509	2017	38	0.036
2029	PM_MIR_510	2017	24	0.005
2030	PM_MIR_511	2017	30	0.019
2031	PM_MIR_512	2017	30	0.026
2032	PM_MIR_513	2017	24	0.005
2033	PM_MIR_514	2017	37	0.053
2034	PM_MIR_515	2017	33	0.026
2035	PM_MIR_516	2017	48	0.12
2036	PM_MIR_517	2017	24	0.008
2037	PM_MIR_518	2017	35	0.046
2038	PM_MIR_519	2017	26	0.01
2039	PM_MIR_520	2017	25	0.011
2040	PM_MIR_521	2017	30	0.028
2041	PM_MIR_522	2017	29	0.012
2042	PM_MIR_523	2017	33	0.023
